first_name,last_name,address,salary,age
Sadella,Coggins,Bultman,$179007.87,70
Ariela,Molfino,Thierer,$107286.39,54
Elliot,Salerg,Banding,$154802.07,27
Barton,Sherman,Harbort,$29576.81,59
Faye,Loxston,Northridge,$185326.46,23
Dag,Yanshinov,Acker,$119818.48,34
Nadeen,Tarn,Grim,$198470.71,52
Ariela,Terry,Old Gate,$54645.48,47
Berrie,Riccio,Emmet,$67600.80,63
Deanna,Quan,Hooker,$34810.85,39
Randa,Acock,8th,$31891.64,34
Sheffield,O'Cannan,Chinook,$129127.43,55
Giacobo,Sorrel,Petterle,$122671.65,20
Luke,Coad,Northland,$49148.96,67
Noami,Vasechkin,Montana,$157693.83,54
Darryl,Hanwell,Linden,$180246.17,47
Ynez,Daingerfield,Farmco,$116838.79,61
Suki,Mersh,Hallows,$98314.65,29
Jeanie,Neenan,Judy,$103523.50,41
Stella,Dorn,Londonderry,$71800.03,55
Betteann,Westrip,Summerview,$167538.12,59
Kelwin,Matchett,Bunker Hill,$56694.50,21
Vachel,Abad,Golf View,$60075.83,33
Burlie,Braams,Truax,$112893.81,25
Lucien,Gutherson,Gerald,$127154.13,42
Andi,Scorton,Blue Bill Park,$73069.00,57
Lloyd,Sammut,Farmco,$94143.23,56
Ben,Hargitt,Elmside,$120014.70,25
Jose,McMurtyr,Fairfield,$30372.91,48
Esme,Sainsbury-Brown,Waxwing,$18160.80,24
Alix,Bertot,Barby,$40237.11,63
Norrie,Fink,1st,$165379.28,46
Jessamine,Fellgate,Katie,$73085.44,32
Tessa,Heamus,Red Cloud,$109501.56,65
Cobby,Springle,Talmadge,$77805.81,21
Brandais,Hugin,Arapahoe,$29188.67,46
Leila,Moysey,Twin Pines,$127902.42,28
Jacinda,Connold,Donald,$36644.00,35
Hildegarde,MacLeese,Loftsgordon,$199683.85,25
Jacinta,Parades,Heath,$47448.22,39
Quill,Owtram,Kennedy,$112107.56,55
Albert,Caze,Summer Ridge,$80094.51,69
Ashbey,Poulson,South,$168240.24,38
Violante,Edison,Caliangt,$96865.44,22
Cosimo,Terrell,Magdeline,$183410.43,26
Pauli,Codd,Kinsman,$180185.49,28
Abdul,Bendixen,Almo,$191813.98,49
Rod,Bygreaves,Merchant,$41926.23,61
Britte,Baumert,Vahlen,$88829.78,64
Camella,Rains,Cordelia,$16927.11,53
Belinda,Sabine,Chive,$107960.64,62
Ruthi,Jeacock,Monument,$29684.63,63
Burke,Popeley,Dixon,$178818.81,62
Stacie,Cottee,Fulton,$134110.51,32
Nathalie,Meco,Alpine,$5958.25,39
Gabriella,Sired,Meadow Valley,$40909.49,48
Genovera,Chilcotte,Luster,$77741.36,28
Dunn,Kenneway,Marcy,$27425.14,65
Binky,Gready,Truax,$149523.90,55
Bald,Bony,Bluestem,$149522.26,57
Winthrop,Windress,Merchant,$19059.62,29
Kassey,Trussler,Waxwing,$72274.39,66
Dimitry,Romagosa,Grayhawk,$141795.85,27
Miltie,Samsonsen,Dexter,$171535.89,58
Vin,Dominetti,Nancy,$93896.60,68
Turner,Warstall,Mallory,$107991.54,44
Berk,Rummins,Loeprich,$179040.31,41
Dilly,Puller,Loftsgordon,$59867.38,56
Germain,Witherup,Meadow Ridge,$31668.41,38
Jordain,Kelson,Talmadge,$98923.75,31
Nari,Bison,Grasskamp,$142411.84,62
Thorpe,Penny,Spenser,$128572.86,70
Marsh,Devo,Ridge Oak,$18316.18,33
Godwin,Taylerson,Heath,$86304.05,64
Isahella,Solman,John Wall,$157771.07,37
Susette,Neaves,Old Gate,$68275.43,69
Horst,Muskett,Golf Course,$176490.48,67
Casandra,Rosenbaum,Mifflin,$166029.00,25
Hewitt,Lube,Fallview,$29488.43,58
Bucky,Barrowclough,Rigney,$181547.10,66
Sawyere,Lownds,Reinke,$103570.32,40
Reeva,Blagdon,Towne,$178007.56,56
Doloritas,Finker,Marcy,$196988.15,40
Angel,Reisenstein,Logan,$33850.45,34
Joanne,McGilmartin,Barnett,$33639.16,70
Aime,Raveau,Armistice,$157083.42,28
Mair,Ferentz,Buhler,$197087.13,28
Roxanne,Preuvost,Melby,$121050.53,61
Bud,Emmott,Farragut,$198860.95,25
Mariel,Montier,Forest Run,$132051.62,57
Gonzalo,Burbury,4th,$96833.64,47
Dougy,Wayon,Kropf,$72987.23,23
Mercedes,Booton,Barby,$32114.95,60
Bancroft,Yapp,Lukken,$192958.39,48
Shawna,Wolfinger,Karstens,$7903.29,32
Audrey,Sarch,Badeau,$168697.52,27
Douglass,Wallman,Meadow Valley,$146400.68,27
Phyllis,Staves,Jana,$114518.39,39
Inglebert,Ducham,Dovetail,$161427.48,20
Joannes,O' Neligan,Dakota,$106104.56,42
Gwendolyn,Saylor,Cascade,$107104.10,59
Rosaline,Philpott,Reinke,$24805.50,60
Conchita,Graal,Golf,$101134.53,61
Adrianna,Steven,Vera,$76876.51,20
Jud,Sherr,Northland,$102296.02,21
Petronille,Elbourn,Carioca,$23386.00,36
Lind,Ganiford,Oriole,$172685.77,67
Edy,Otson,Kenwood,$133592.00,33
Aurthur,Bourrel,Manley,$15629.17,44
Chloette,Shuter,Debs,$89975.11,56
Bentlee,Duligall,Fremont,$146707.83,43
Joanna,Snawden,Sunnyside,$60668.14,28
Hyatt,Jentgens,Forest,$49232.17,56
Terrel,Coning,Onsgard,$150111.08,62
Polly,Novichenko,Bashford,$152669.02,55
Jermain,Gounard,Redwing,$30319.70,29
Barnabe,Skett,Monterey,$74219.25,56
Celestina,Ducker,Dwight,$12755.05,28
Rosetta,Inkpen,Rowland,$105630.70,59
Flossy,Ayris,Loeprich,$31573.53,29
Bertha,Sumsion,Lien,$82642.45,52
Dannie,Thomesson,Dahle,$187756.58,66
Ingemar,Juckes,Summerview,$107132.24,22
Angy,Runsey,Anniversary,$126887.90,34
Ulises,Bassindale,Morrow,$161506.73,42
Rodi,O'Corrigane,Bartillon,$57481.43,46
Rosalyn,Prenty,Tennyson,$48006.06,55
Natala,Wipper,Elka,$102481.00,40
Jacquelyn,Vakhlov,Colorado,$126042.31,52
Lita,O'Caherny,Darwin,$46452.07,22
Terrie,Maun,Loftsgordon,$13907.81,44
Darryl,O'Brian,Pawling,$103997.21,66
Rufus,Bach,Glendale,$179294.48,45
Ave,Denisot,Columbus,$152752.96,37
Alvin,Nannoni,Summerview,$193560.73,25
Isidor,Larmor,Lawn,$20679.82,68
Constancy,Godball,Golf Course,$159766.97,43
Kelly,Stebbings,Hollow Ridge,$52800.98,27
Melesa,Belz,Sunnyside,$14102.35,46
Rice,Bennett,Jenna,$12755.34,50
Shelia,Rosten,Pierstorff,$96964.32,22
Karilynn,Minchinden,Wayridge,$187408.86,45
Bertrand,Edwicker,Eagan,$145866.92,26
Shalne,Wittier,Dawn,$189548.88,39
Bea,Hayes,Sage,$152977.29,66
Dotty,Proger,Haas,$29873.00,33
Stavro,Inglesent,Starling,$51543.10,53
Reggis,Boulger,Ridgeview,$195673.02,63
Bernete,Yeandel,Londonderry,$16429.87,34
Phylis,McGuffog,Oxford,$143117.87,63
Burch,Davson,Gateway,$5845.84,30
Evyn,Carden,Chive,$78144.47,27
Manfred,Goodings,Spaight,$142074.48,37
Daniella,Cockett,3rd,$86722.81,45
Timmy,Mephan,Blue Bill Park,$196987.97,23
Katy,Coarser,Tennessee,$82933.19,28
Darline,Gomes,Vahlen,$59413.69,32
Arlene,Thonason,Sycamore,$36918.42,22
Marisa,Baudts,Porter,$14333.65,46
Liesa,Anfrey,Pleasure,$108562.85,22
Matthaeus,Tumilty,Rockefeller,$123373.75,60
Donna,Heliot,Warrior,$14113.09,59
Gizela,Boyfield,Bayside,$83108.22,30
Kirbie,Petris,Granby,$59145.87,66
Edeline,Burnage,Blue Bill Park,$107554.26,61
Ann,Ismead,Pennsylvania,$103039.89,70
Renato,Massenhove,Garrison,$39339.44,42
Teresina,Oxterby,Ruskin,$86743.64,36
Marie-jeanne,Hayfield,Cardinal,$33875.02,45
Roanne,Palumbo,Merrick,$81878.86,20
Johnathon,Isgar,Petterle,$95921.88,29
Enrica,Orlton,Ilene,$33788.36,54
Josey,Glaister,Charing Cross,$56134.18,66
Phyllis,Davenall,Mendota,$73984.58,20
Calida,McCarry,Summer Ridge,$170885.62,33
Roma,Test,Quincy,$180744.79,39
Austina,Hadcock,School,$66537.75,61
Xymenes,Krout,Continental,$117716.45,33
Carmen,Hamlett,Rusk,$41267.57,62
Luisa,Wooff,John Wall,$82522.01,31
Billy,Hasty,Prairie Rose,$25673.20,52
Web,Paulton,Bashford,$180593.68,56
Elsy,Wyld,7th,$23077.95,27
Valli,Thiem,Dovetail,$17281.69,20
Raquela,Leman,Warner,$83525.47,30
Gino,Fadian,Artisan,$8949.98,55
Pembroke,Crickett,Mallory,$25294.78,24
Delinda,Isacke,Fieldstone,$60308.18,58
Hogan,Ruprecht,Eagle Crest,$40152.69,48
Roanne,Raith,Shopko,$179963.57,58
Redd,Cockaday,Homewood,$158975.17,51
Goldie,Woolford,Monterey,$180232.07,64
Cory,Derks,Macpherson,$92498.62,58
Chloris,Trimnell,Dakota,$141489.91,28
Lissie,Barden,Browning,$73056.46,26
Hirsch,Mack,Burrows,$98058.01,63
Gwynne,Templeton,Mandrake,$54718.22,32
Nikolaus,Slocombe,Butterfield,$116356.07,59
Saba,Ballin,Browning,$8124.49,60
Ignace,Rainton,Hoard,$199026.95,49
Isac,Juden,Bellgrove,$63205.04,24
Abbey,Dreger,Melrose,$195355.99,59
Ailis,Brotheridge,Valley Edge,$42820.56,42
Abby,Scarre,Northland,$26844.08,53
Barclay,Wilkins,Debra,$58873.50,66
Nolan,Gallier,Moland,$164395.84,55
Flossie,Hodge,Little Fleur,$13599.54,66
Cammy,Colgan,Jay,$58934.08,47
Kali,Mincher,Haas,$70742.22,49
Neila,Rizzardini,Mendota,$194667.56,20
Hermia,Stanner,Elka,$154761.88,25
Arabel,Russo,Loomis,$59686.42,62
Hermina,Haggard,Kensington,$53317.92,54
Elianora,Plewright,Thackeray,$152607.28,51
Wilma,Dundridge,Hoffman,$83307.78,35
Sampson,Tisor,Brown,$87951.62,38
Pam,Balme,Westridge,$28470.47,49
Claus,Caulcott,Manitowish,$80943.63,50
Harmony,Lympany,Basil,$136787.62,46
Culley,Heggison,Kensington,$199445.81,22
Blair,Smithend,Colorado,$185519.21,52
Currie,Petit,Kings,$81807.33,39
Inessa,Wilcot,Annamark,$116203.52,23
Carley,Windress,8th,$56124.82,42
Connor,De la Yglesia,Onsgard,$74304.30,65
Arline,Figliovanni,Manufacturers,$19341.45,57
Elke,Stroobant,Gale,$183928.78,42
Adriaens,O'Breen,Di Loreto,$155160.28,67
Pennie,Ambrogioli,Pine View,$195932.07,28
Jacinthe,Attwater,Twin Pines,$129352.32,70
Noni,Zorzin,Brentwood,$80203.06,55
Ronnie,Gange,Forest,$120229.13,58
Dawn,Whacket,Moland,$187751.10,56
Rudolf,Bruckenthal,Roth,$138076.76,51
Michele,Harrowsmith,Erie,$9761.47,59
Jane,Royans,Katie,$11522.51,26
Ernestus,Riseborough,Doe Crossing,$186391.12,29
Helyn,Gustus,Cherokee,$104654.97,61
Euell,Cristofori,Westridge,$117568.43,22
Honor,Feehan,Milwaukee,$109592.74,28
Pamella,MacClure,Iowa,$158374.58,57
Ruben,Lorent,Columbus,$75967.12,27
Lindie,Kikke,Pond,$183840.19,34
Kristyn,Fyfield,Debs,$91711.33,45
Callean,Scambler,3rd,$142817.95,48
Charlene,Bagott,Sutteridge,$120830.72,57
Cobby,Locock,Jana,$30809.89,58
Gilli,Chellenham,Park Meadow,$165823.90,54
Lock,Learned,Muir,$79727.92,63
Deanna,Willavize,Springs,$99000.10,46
Leicester,Pack,Red Cloud,$151406.80,42
Ivie,D'Antuoni,Hooker,$62901.74,50
Dorene,Gertz,6th,$58252.58,27
Katrine,Leathers,Lawn,$167424.33,45
Georgia,Petegre,Glendale,$177857.46,25
Ashien,Spurdle,Sunnyside,$13992.00,34
Hester,Ollet,Crest Line,$64909.66,63
Diannne,Grenfell,Oak Valley,$49380.63,60
Porter,Aronoff,Colorado,$174295.12,68
Reed,Blackburn,Vermont,$50305.38,64
Bradford,O'Cannovane,Anzinger,$125056.70,55
Pat,Hayman,Dexter,$41316.50,37
Harcourt,Hugueville,Mcbride,$112101.24,36
Liz,Astles,Dottie,$150373.16,44
Lacie,Blackstock,Waxwing,$163762.95,47
Pennie,Bracegirdle,Pepper Wood,$73421.49,38
Jany,Helin,Spohn,$113721.05,23
Goldie,Spelman,Roth,$189895.75,62
Jeannette,Rubega,Charing Cross,$69827.04,66
Charlene,Mahaddie,Jay,$102743.55,22
Davina,Gurr,Stephen,$23420.21,60
Vaughn,Clewes,Northfield,$112606.20,47
Bunnie,Yurevich,Kim,$44770.54,68
Freddy,McGarel,Rutledge,$53626.99,46
Percy,Kenright,Spohn,$30083.87,59
Oralla,Relton,Maple Wood,$109653.10,33
Bourke,Franzke,Sunbrook,$87377.66,70
Tobias,Eardley,Rowland,$56388.75,37
Loralyn,Bradberry,Hoffman,$70293.48,44
Florette,Deaton,Wayridge,$15868.34,36
Georges,Edgeson,Anderson,$54263.13,34
Pincas,Van Arsdalen,Springs,$39339.57,34
Rivalee,Bonfield,Lien,$173076.02,49
Happy,Dulieu,Transport,$75222.76,40
Catherin,Bakhrushin,Laurel,$76823.27,27
Waldemar,Dy,Jana,$46591.57,39
Reginauld,Nortunen,Larry,$148885.42,49
Sayre,Hillin,5th,$10722.58,57
Loren,Hartegan,Twin Pines,$118324.28,46
Luigi,Ladloe,Dottie,$57889.39,36
Ninnetta,Nutter,Loeprich,$125942.38,57
Ham,Carluccio,High Crossing,$181570.62,60
Donielle,Filyushkin,Oakridge,$194877.10,42
Dalston,Haugg,School,$128560.96,62
Erwin,Staveley,Prentice,$95516.12,36
Suzanne,Rafe,Nova,$70039.69,70
Stephanie,Rampling,Messerschmidt,$130845.31,67
Sallyanne,Cristoforo,Novick,$173360.39,70
Silvia,Kirwan,Mallory,$141437.36,27
Any,Moger,Mcbride,$153846.36,37
Guendolen,McGonnell,Atwood,$138342.84,67
Emilio,Tiler,Nelson,$36148.99,34
Adolphe,Barff,Gerald,$62953.82,24
Gerhardt,Jordin,Cody,$28079.57,53
Rachel,McTavish,Bartillon,$123662.41,26
Danielle,Spennock,Ruskin,$169560.05,62
Bellanca,Suttill,Rockefeller,$176155.64,53
Jenda,Perrat,Kropf,$124492.11,45
Burk,Stanistrete,Rowland,$104972.66,65
Kelcy,Menaul,8th,$43834.40,23
Kenn,Newborn,Dawn,$73883.67,25
Mella,Grisbrook,Straubel,$30449.30,24
Margit,Ogle,Dryden,$83579.65,38
Dean,Phillput,Maryland,$104887.15,59
Jerad,Davion,Duke,$138217.18,28
Wood,Mouth,Gateway,$31521.31,23
Arabella,Barlow,Memorial,$106818.85,54
Silvia,Stonall,Tony,$59048.97,52
Shurlocke,Saer,Portage,$91787.55,47
Nerissa,Pavia,Saint Paul,$177849.73,53
Saxe,Littlejohn,Summer Ridge,$96860.74,23
Riki,Giacomucci,Corscot,$184997.28,24
Tris,Ballentime,Cascade,$19363.00,70
Leanna,Winspeare,Dunning,$15358.03,36
Daile,Bartel,South,$164846.77,67
Anett,Malam,East,$151868.15,54
Ingmar,Kinkade,Nobel,$84376.41,26
Nickie,Wilsher,Tony,$189462.79,36
Georgeanna,Raiker,Miller,$121175.60,47
Ginelle,Wegenen,Erie,$97553.68,37
Tonie,Tulleth,Messerschmidt,$71377.85,65
Abby,Zoane,Macpherson,$31985.09,68
Shurlocke,Perchard,Bunting,$132108.30,44
Claudine,Tibalt,Main,$51906.20,30
Tiena,Pepperill,Springview,$198231.67,52
Miguel,Woodyeare,Maryland,$197513.03,52
Rusty,Stayte,Valley Edge,$25146.62,32
Anni,Atyea,Moose,$32613.56,58
Sybyl,Chilvers,Stephen,$176996.46,44
Quillan,Ghelardoni,Claremont,$82263.40,52
Netta,Douris,Birchwood,$46772.91,33
Glenine,Caret,Dawn,$179626.45,22
Jeremiah,Strognell,Lotheville,$48042.88,48
Annie,Rosberg,Crescent Oaks,$78222.35,28
Ingunna,Blackburn,Eliot,$44413.94,23
Zachariah,McGenn,Sheridan,$79517.37,68
Leann,Fragino,Grim,$87007.60,21
Drucie,Anstee,Eagan,$70284.10,24
Niels,Simonel,New Castle,$116713.87,26
Kordula,Dutton,Oak,$189387.39,29
Inge,Brisco,Porter,$59311.07,33
Mattias,Nairy,Village,$95900.38,35
Phillipp,Jefferd,Hoepker,$164657.68,70
Agace,Tribell,Anzinger,$159430.15,27
Yance,Rehn,Quincy,$57724.08,55
Georg,Spiers,John Wall,$109931.21,49
Tynan,Figliovanni,Coolidge,$66948.62,40
Lynne,Gudeman,Badeau,$51590.31,42
Gaspar,Linkin,Forster,$115162.27,66
Lona,Bradburne,Bluestem,$134152.97,40
Rahal,Paddick,Northview,$61865.68,53
Farrand,Heak,Dwight,$23058.66,62
Yetta,Seton,Mallory,$20310.95,66
Diahann,Heinz,Mallory,$135464.87,29
Pauline,Hansley,Maryland,$11231.07,23
Tobit,Priddis,Bunting,$86023.44,50
Tabatha,Farguhar,Arapahoe,$189420.50,50
Dilly,Vondracek,Express,$37347.76,67
Lem,Hursey,Mayer,$96897.52,45
Ed,Schwander,Schlimgen,$196362.65,68
Sammy,Veschi,Buell,$111369.65,48
Demetria,Cripps,Hermina,$116384.02,47
Auberon,Palke,Anhalt,$94187.30,54
Pincus,Howler,Montana,$43575.07,25
Flora,Avraham,8th,$14301.08,25
Torry,Chessun,Mosinee,$116199.79,58
Edie,Molesworth,Mosinee,$83507.85,48
Chantal,Leefe,Del Mar,$93851.19,31
Chucho,Willeson,Loeprich,$184563.87,60
Waring,Bluck,Wayridge,$56717.92,21
Bank,Rosser,7th,$192951.90,33
Mikey,Gerleit,Fuller,$82090.73,24
Aida,Hedling,Dennis,$117118.63,69
Helaina,Fallens,Del Mar,$139168.84,54
Marieann,Grainge,Fisk,$197866.78,27
Cash,Binding,Scofield,$75489.12,69
Marguerite,Stivani,Macpherson,$106910.42,70
Devlin,Klimentyonok,Judy,$113266.24,26
Freida,Peltz,Hovde,$155645.34,32
Trula,Burgher,Old Shore,$183275.65,43
Julita,Turfitt,Golf Course,$49551.38,67
Care,Craker,Arrowood,$180721.59,52
Juliette,Pahlsson,Towne,$179312.53,68
Irina,Eliff,Lien,$178421.37,36
Clair,Llewelly,Straubel,$145876.49,68
Francois,Freda,Dorton,$139790.81,21
Rebekah,Golton,Kropf,$71330.96,59
Maxy,Kivlehan,Golf Course,$109796.65,63
Cesya,Hicks,Rusk,$33038.31,57
Web,Groucutt,Haas,$155362.00,70
Flo,Jarred,Bashford,$57917.36,48
Caresse,O'Shea,Center,$177943.57,28
Gabbi,Brickell,Starling,$120202.47,35
Teresa,Jozef,Kensington,$56423.68,52
Claresta,Dewi,Fairview,$122105.28,31
Hildagard,Harrington,Monterey,$63249.97,58
Thacher,Farrand,Tomscot,$126252.58,23
Rianon,Tomaszynski,Prairie Rose,$86551.63,62
Corri,Yurchishin,Dakota,$166940.39,30
Lani,Calabry,Hanson,$184281.36,26
Errol,Biggar,Schiller,$196425.75,23
Gray,Jukes,Superior,$97771.81,48
Marjy,Doddrell,Vera,$192143.70,62
Nathanil,Lygo,Cody,$99208.96,45
Vernor,Mahmood,Derek,$126829.37,47
Aveline,Scarce,Randy,$57816.21,38
Hallie,Coie,Eastwood,$15869.96,49
Rora,Romagosa,Talmadge,$116930.46,65
Kathryne,Bowe,Kenwood,$8800.91,51
Lilah,Daunter,Holy Cross,$161376.89,26
Donnie,Devote,Blaine,$47760.79,26
Creigh,Dirand,Reinke,$98857.13,48
Rey,Gommowe,Hermina,$155931.66,60
Kassie,Creek,Heffernan,$188649.81,53
Elna,Schultz,Sloan,$12754.74,59
Avrit,Tschiersch,Crescent Oaks,$63464.90,47
Paule,Klimkiewich,Transport,$85561.47,38
Shepperd,Lamanby,Texas,$21050.00,46
Fidole,Sawtell,Charing Cross,$168686.33,63
Felicle,Erley,Schmedeman,$62955.23,37
Cory,Fairburn,Melvin,$153937.30,46
Stephie,Gartan,Lakewood Gardens,$121524.28,63
Lindsey,Anselm,Burrows,$185622.06,48
Barnabas,Haliburn,Bellgrove,$172146.12,29
Drucill,Housegoe,La Follette,$25085.23,61
Greta,Lambrook,Morning,$180610.69,48
Ethelbert,Burgin,Rusk,$64272.83,52
Dolores,Bere,Everett,$184720.11,70
Gates,Cranston,Mcbride,$130017.57,43
Peggie,Martynikhin,Summer Ridge,$35945.17,61
Filippo,Baroc,Grayhawk,$89462.91,29
Conney,Coggill,Nancy,$196575.37,24
Averell,Goldin,Barnett,$8617.29,36
Burk,Ludlam,Cody,$72118.19,63
Neall,Agget,Corben,$34480.31,43
Codie,Ortell,Mitchell,$82509.90,35
Chandal,O'Giany,Waywood,$163314.37,25
Tessie,Wassung,Lawn,$171531.47,57
Saw,Eyree,Elgar,$171337.06,64
Suzanne,Ossipenko,Katie,$186630.21,53
Yetta,Dutnell,Vera,$68854.06,20
Etienne,Tipple,Badeau,$146497.58,21
Alexa,Flement,Hollow Ridge,$80140.00,32
