first_name,last_name,address,salary,age
Tad,Erdely,Algoma,$27941.49,50
Pedro,Leggate,Village,$97659.91,54
Samuel,Shippard,Merchant,$26172.25,67
Doe,Pleaden,Marquette,$172413.66,65
Tedda,Leonard,Towne,$147728.57,69
Feodor,Leadstone,Oneill,$80593.97,43
Rubi,Hodinton,Reindahl,$174610.63,21
Eada,Bulbrook,Fairview,$196576.73,30
Melisandra,Mainson,Mcguire,$98878.59,23
Penrod,Isham,Jenna,$9075.51,66
Pattin,Tranter,Lerdahl,$42953.36,48
Chrysler,Jimeno,Armistice,$176471.32,57
Guthrey,Oman,Tomscot,$84901.63,57
Steffen,McCosker,Loomis,$64626.30,68
Cortie,Farrell,Northland,$134135.85,67
Clarance,Remnant,Hudson,$149544.35,22
Barbi,Wyllie,Autumn Leaf,$91959.23,63
Gerhardt,Senn,Chive,$85564.15,70
Esdras,Mortimer,Londonderry,$180433.06,67
Catherine,Shurrock,Stoughton,$192946.17,24
Astra,Triswell,Vernon,$19360.34,22
Gerti,Chaston,Roth,$140716.71,26
Lianna,Waddingham,Lukken,$197800.49,33
Johnathan,Mulheron,Forest Dale,$30086.33,63
Timothea,Trinke,Golf Course,$64698.94,60
Glenn,Spinelli,Fuller,$166464.30,34
Sandy,Howgate,Novick,$128154.68,23
Trudie,Fairlie,Pierstorff,$186861.31,70
Jeannine,Blackster,Rockefeller,$93860.88,50
Kelli,Reggler,Lunder,$159211.03,27
Madel,Spaughton,Bellgrove,$191836.33,21
Teodorico,Kristiansen,Karstens,$189645.64,31
Elihu,Itzhak,Waubesa,$99406.78,42
Ermin,Pyper,Ilene,$192853.49,65
Alphonso,Massingberd,Holy Cross,$174170.56,21
Susie,Frantzeni,Vernon,$62204.95,54
Rollie,Wimsett,Rusk,$183329.47,58
Anatola,Heymes,Ridgeway,$66403.60,51
Ode,Throughton,Goodland,$179228.23,62
Lulita,Scriven,Shasta,$133015.50,59
Giustina,Fritz,Summer Ridge,$155073.14,38
Christopher,Kretschmer,Daystar,$151647.73,42
Stefa,O'Nolan,Cordelia,$188011.06,44
Yale,Goodlett,Huxley,$90586.35,54
Wenona,Dudin,Amoth,$15116.98,49
Philippa,Josling,Bartillon,$137043.31,23
Collie,Welfair,Dottie,$44176.34,61
Gallard,Stealey,Green Ridge,$47326.90,34
Karen,MacGorley,Hooker,$30379.98,50
Domini,Eddolls,Forest Run,$14877.22,44
Sabine,Carlow,Hagan,$180225.80,63
Odetta,Braybrook,Chinook,$136201.56,34
Mommy,Whartonby,Eagan,$5943.60,26
Katharyn,Larking,Arizona,$83659.22,65
Ines,Seagood,Barnett,$7909.23,63
Gusti,Altimas,Hovde,$69475.70,27
Berny,Freckleton,Graceland,$34271.56,36
Nelia,Cains,Mifflin,$73939.83,69
Randy,Paty,Mandrake,$90161.34,57
Pepillo,Belding,Iowa,$159962.88,39
Leann,Maffia,Manitowish,$14649.49,35
Giorgio,Gerrell,Melvin,$147324.46,22
Meghann,Gavagan,Sommers,$101168.49,26
Bette,Budnik,Lakewood,$70436.14,50
Mina,Villar,Elgar,$156677.56,68
Evangelina,Domeny,Milwaukee,$140977.73,64
Jillian,Ellings,Rowland,$112547.05,29
Porty,Bragginton,Rutledge,$68302.22,46
Hewett,Bisatt,Starling,$166761.46,59
Nicholle,Cotterrill,Kensington,$146895.58,59
Timofei,Kuzemka,Loomis,$162782.40,34
Darelle,Misk,Anzinger,$96682.19,45
Mord,Mackneis,Merchant,$124455.11,53
Luisa,Cordeau],Lake View,$18823.05,22
Jocelyne,Mordecai,Randy,$193784.79,25
Pate,Poyle,Center,$53096.10,33
Arlyne,Eaton,Fairview,$135368.96,30
Naoma,Melato,Manitowish,$149024.40,31
Norry,Kembry,Trailsway,$130564.34,69
Maurise,Berrey,Petterle,$108701.95,38
Saleem,Pitway,Talmadge,$120538.81,46
Etheline,Yukhnov,Washington,$185102.62,24
Corbie,Smeal,Oakridge,$91743.03,52
Ennis,Ceschini,Bunker Hill,$82086.24,50
Tatiana,Casado,Moose,$161092.01,56
Molli,Lovelace,Farragut,$124301.62,21
Cairistiona,Brangan,West,$142564.15,44
Roma,MacCheyne,Lakewood Gardens,$67254.39,50
Hodge,Trower,Caliangt,$159645.25,39
Cecily,Terrell,Hansons,$123098.38,40
Francois,Stuer,Warrior,$49405.23,30
Brigid,Fourcade,Nova,$67979.57,23
Kaila,Brugemann,Burning Wood,$19323.92,30
Tara,Mashro,Boyd,$196479.99,36
Gerek,Cordes,Eliot,$138136.07,70
Giulio,Shoute,1st,$111871.27,35
Alyce,Svanini,Oak Valley,$23077.41,64
Arabella,Weitzel,Surrey,$82897.59,45
Michael,Metzel,Thackeray,$49852.74,65
Lazarus,McGonigle,Nelson,$34568.06,35
Lelah,Wenban,Londonderry,$195553.75,66
Channa,Follows,Boyd,$102468.62,59
Milka,Ivanyushin,Esch,$62948.69,53
Jacqui,Karlsen,Onsgard,$159349.99,21
Antonella,Morgan,Waywood,$71862.75,52
Alana,Genge,Grim,$24785.83,49
Brigid,Threadgold,Graceland,$69201.59,49
Tiffany,Lafferty,Portage,$92350.54,23
Callie,Gianullo,Thackeray,$79320.02,35
Mortimer,Durtnell,Hagan,$189055.38,55
Waite,Linneman,West,$19725.21,70
Vin,Angrock,Grasskamp,$182088.20,30
Leda,Pointer,Merchant,$56580.78,70
Joline,Cornwall,Monterey,$182389.99,21
Cariotta,Caneo,Fordem,$135147.58,53
Brynn,Purkess,Norway Maple,$96009.58,65
Lesly,Rackam,Novick,$57806.15,25
Salaidh,Sackler,Dottie,$19251.51,30
Antonia,Mackin,Eastwood,$130511.57,60
Flossi,Brede,Lerdahl,$41194.89,21
Lyon,Robardet,Iowa,$87565.79,65
Daven,Ralfe,North,$76598.76,26
Edi,Ellgood,Valley Edge,$5833.94,35
Shepard,Tipperton,Namekagon,$134108.88,69
Hammad,Gale,Maryland,$14578.58,50
Tandie,Maude,Stang,$182231.72,64
Menard,Cissen,Arizona,$68564.83,53
Lotte,Skippon,Main,$57938.13,38
Iseabal,McCuish,Victoria,$85391.12,31
Raychel,Foxton,Vernon,$36016.32,60
Cory,Booler,Del Sol,$9971.78,48
Sharl,Lipson,Messerschmidt,$92127.09,22
Vivien,Imorts,Mayer,$126577.02,26
Eadie,Canto,Montana,$71915.01,53
Sophi,Littell,Stang,$55217.79,24
Odessa,Dewerson,Shelley,$122109.79,34
Nisse,Campey,Heath,$175352.45,25
Ansel,Durrell,Muir,$75534.40,66
Kayla,O'Conor,Sachtjen,$122184.55,35
Tobiah,Casine,Dawn,$28212.51,47
Cosetta,Glavin,Nancy,$32337.90,43
Trescha,Huggens,Kinsman,$191425.56,68
Twyla,Roxbrough,Maryland,$90791.86,53
Wolf,Dummigan,Charing Cross,$141694.86,39
Alyssa,Hackford,Anhalt,$6007.34,32
Berny,Dran,Del Mar,$145875.88,48
Alexandro,Roffey,David,$161897.47,70
Nana,Angell,Spaight,$168195.07,50
Kira,Clayal,Carioca,$198735.64,49
Norrie,Andrat,Lien,$113481.64,64
Kippy,Pulbrook,Arapahoe,$179747.27,40
Orville,Mann,Crescent Oaks,$173212.49,54
Shanie,Roy,Corry,$25626.75,47
Lorianna,Bateup,Eggendart,$164634.53,45
Heath,Trustey,Sutteridge,$8658.82,42
Dell,Dafforne,Tomscot,$51567.01,67
Hatti,Scadding,Oak Valley,$87859.93,35
Almeta,Benoiton,Heath,$79257.99,70
Marrissa,Valentinetti,Canary,$156591.62,59
Cally,Goggan,Golf Course,$71929.32,66
Franz,Aasaf,Harbort,$143773.08,28
Hazel,Drysdell,Beilfuss,$179603.43,60
Pammie,Barneveld,Carioca,$162145.28,55
Mannie,Coultas,Transport,$19555.45,31
Grady,Thying,Meadow Ridge,$101270.89,57
Anabella,Spybey,Montana,$184965.89,40
Ring,Linnitt,Division,$69707.09,40
Garreth,Densun,Sachtjen,$125195.28,56
Alene,Swancock,Eastlawn,$191999.55,52
Marsiella,Pashba,Dwight,$97126.26,67
Hermina,Pineaux,Maple Wood,$59068.46,59
Lilas,Penticoot,Mockingbird,$50861.67,29
Anderson,Radband,Warrior,$29041.56,70
Myrah,Kristufek,Grasskamp,$74316.74,66
Hailee,Vodden,Green Ridge,$163539.38,66
Idelle,Yarrow,Gina,$159581.82,43
Susanne,Skough,Westridge,$73145.60,27
Paulie,Novotne,Kim,$18033.73,38
Brennen,Amos,Rowland,$160657.38,27
Tressa,Comizzoli,Barby,$188643.27,67
Fawne,Bertot,Miller,$145215.29,56
Carlie,Goward,Scott,$132573.62,42
Griz,Harflete,Kedzie,$195637.20,56
Bondy,Bye,Dahle,$41946.62,21
Bianka,Baulcombe,Village Green,$176965.00,58
Jasen,Pim,Twin Pines,$66933.00,48
Sergeant,Mealiffe,Hintze,$58624.90,27
Montgomery,Doutch,Helena,$87533.19,36
Lissi,Colcomb,Continental,$45741.78,38
Martita,Kneafsey,Ronald Regan,$45885.62,42
Berri,Whewill,Meadow Vale,$59357.21,30
Aindrea,Jotcham,Beilfuss,$127414.45,57
Lilian,Shepeard,Melrose,$173336.80,32
Zacharia,Jermey,Reindahl,$8325.83,25
Allix,Tersay,Morrow,$112054.70,41
Remus,Craighead,Northwestern,$39838.60,69
Pepita,Rottcher,Oriole,$128998.24,44
Raphaela,Cator,Judy,$189915.88,61
Leroy,Scholler,Bonner,$61594.59,69
Lowe,Balls,Charing Cross,$135391.50,50
Andriana,Danahar,North,$108836.51,22
Ingra,Trenholme,Hermina,$147117.26,35
Bertha,Wakeham,Jenifer,$11121.15,35
Isacco,Ondrasek,Fulton,$106115.06,26
Errol,Siveter,Armistice,$181960.12,56
Thoma,O'Deegan,Bonner,$14582.52,24
Theresita,Severns,Kensington,$72302.99,38
Tommi,Adrienne,Anthes,$18034.80,48
Chrotoem,Chavey,Bowman,$179860.82,57
Gabriela,Tantum,Moose,$199334.62,37
Cyndi,Delea,South,$118731.69,42
Kelvin,Lafond,Eliot,$75927.69,54
Leann,Cobb,Hoepker,$60865.46,59
Lek,Placide,Straubel,$143726.37,27
Emalia,Hully,Veith,$189694.39,47
Viole,Batter,Aberg,$11712.95,34
Anita,Danis,Vahlen,$119352.32,23
Justinn,Ralls,Corben,$74510.34,39
Birdie,Peasey,Emmet,$65252.30,21
Maritsa,Jurkowski,Scofield,$142223.82,44
Cobby,Cubbini,Trailsway,$48214.94,47
Cosmo,Horsted,Mitchell,$112394.60,68
Otis,Gorton,Toban,$85352.86,51
Benson,Boothby,Lindbergh,$46163.28,62
Uta,Sowter,Basil,$128060.39,33
Daisey,Siney,Mayfield,$194745.01,34
Tracey,Mallinson,Roth,$77302.25,36
Rivalee,Tagg,Dunning,$61675.94,62
Rebekkah,Iozefovich,Schiller,$112377.10,34
Odelia,Stonehewer,Randy,$132162.95,58
Livvyy,Hyett,Monica,$136591.48,24
Menard,Collicott,Homewood,$66530.37,29
Seymour,Pavelin,Lien,$123461.70,62
Cori,Dahlman,High Crossing,$103909.80,24
Sheelagh,Fortin,Bonner,$150717.06,67
Celka,Brisbane,Eggendart,$18781.72,67
Philippine,Urry,Pond,$93412.69,60
Catrina,Bailess,Mallory,$173580.86,34
Cariotta,MacDowal,Holmberg,$51798.55,41
Gwenni,Domnin,Nevada,$137665.86,66
Rafaelita,Glanz,Sheridan,$140801.73,30
Brianne,Stoneman,Mitchell,$159486.54,29
Barnett,Mullins,Oxford,$52774.59,45
Demetria,Dorricott,Schurz,$149348.67,62
Pippy,Morshead,Valley Edge,$111278.87,35
Mario,Meegan,Sunfield,$99321.26,49
Jakie,MacCawley,Lakewood,$28063.66,51
Margit,Badby,Corry,$140220.70,28
Devi,Heard,Anthes,$81598.58,53
Ivette,Malins,Parkside,$172056.55,42
Shannen,Bricket,Russell,$172534.47,53
Chadwick,Panther,Almo,$18952.26,44
Julie,Kennsley,Elka,$97426.11,50
Normy,Jewar,Oak,$175131.45,63
Letizia,Garmston,Anzinger,$56507.22,70
Rennie,Bulley,Portage,$104371.94,41
Maressa,Beckley,Service,$100732.99,31
Roldan,Wimp,Coleman,$96493.56,27
Sean,Nesby,Vermont,$199935.32,69
Reyna,Willmett,Weeping Birch,$63717.84,47
Cherlyn,Hoggan,Marquette,$88050.71,22
Erinn,Divis,Lake View,$160668.19,38
Una,Brudenell,Eggendart,$7870.39,37
Kenon,Yeowell,Bluestem,$87974.67,37
Benji,Endrizzi,Reinke,$148794.42,58
Cyndie,Trenam,Dorton,$42305.38,43
Giustino,Meace,Ronald Regan,$22126.33,64
Kermie,Smieton,Di Loreto,$46647.87,26
Tally,McKimmey,Cambridge,$176267.03,43
Rudolfo,Cornelius,Trailsway,$50561.11,35
Chucho,Paddington,Elka,$66938.60,39
Osbourn,Eassom,Commercial,$68006.31,65
Brander,Alvarez,Comanche,$41670.42,57
Joanna,Ivoshin,Westerfield,$143223.03,54
Leonelle,Purselowe,Roxbury,$198980.60,67
Igor,Tomicki,Ramsey,$134579.83,52
Marten,Bartelot,Monica,$141145.16,60
Corey,De Robertis,Rieder,$79096.95,22
Neale,Grayling,Nancy,$198320.80,48
Dick,Wardhaw,Spohn,$168849.98,49
Granger,Dunton,Spenser,$46341.76,39
Teresina,Senn,Dapin,$16716.76,70
Jermaine,Hawe,Sutherland,$79929.64,60
Rainer,Skottle,Grover,$92491.42,42
Sibyl,Cordner,Springview,$20528.00,36
Cirstoforo,Gullyes,Manufacturers,$181542.89,41
Joelie,Cobson,Derek,$194243.25,40
Malissia,Maingot,Mayer,$87308.37,36
Elise,Millington,Hansons,$47568.45,50
Ennis,Cometti,Emmet,$154522.15,36
Lennie,Crus,Michigan,$155560.09,54
Rosita,Le Houx,Carpenter,$191900.18,47
Yardley,Pighills,High Crossing,$128918.10,59
Albertine,Foskin,Montana,$179362.81,41
Federico,Jeffcoat,Arapahoe,$177513.47,50
Norbert,Tivers,Kim,$18987.33,41
Belinda,Brandon,Pine View,$114349.18,42
Nara,Robilart,Knutson,$98788.81,69
Silva,Hambidge,Saint Paul,$161939.12,45
Ellsworth,Kerss,Pepper Wood,$173306.78,58
Jeanie,Castelletti,New Castle,$138385.62,48
Barron,Arnopp,Shelley,$5714.15,20
Ethelind,Immins,Basil,$69909.09,60
Vance,MacCallum,American Ash,$165180.20,46
Collin,Peplow,Judy,$145734.06,39
Ailina,Axelbee,Jana,$106197.86,32
Madelle,Godding,Mifflin,$25529.85,30
Shirline,Clabburn,Hollow Ridge,$155942.40,46
Sarah,Wakeford,Luster,$124257.28,58
Pierette,De Stoop,Manitowish,$33825.07,58
Wilbert,Gibbeson,Orin,$15482.11,28
Graehme,Harriagn,Norway Maple,$26471.60,68
Cori,Chipping,Lillian,$21306.30,38
Jaquenette,Whitnell,Kennedy,$48864.65,33
Alisha,Redrup,Eagan,$129762.28,20
Wilden,Yarwood,Lakewood Gardens,$111500.85,26
Farra,Leckenby,Lukken,$84901.21,26
Ximenez,MacGilmartin,Del Mar,$84504.59,52
Lamond,MacGinney,Nelson,$176988.18,61
Doretta,Affron,Lotheville,$7781.60,31
Sydel,Eckert,Doe Crossing,$109469.32,41
Rich,Hanlin,Eggendart,$158293.67,34
Tuckie,Boulde,Mariners Cove,$191857.62,29
Jermain,Estoile,Main,$5754.70,39
Royce,Levane,Forster,$177881.28,50
Sybil,Shiliton,Autumn Leaf,$167768.21,47
Matthew,Rahl,Toban,$116639.20,51
Arvin,Cruickshank,Scott,$52402.47,36
Yettie,Posnett,Caliangt,$14866.16,64
Ruperta,Paoli,Redwing,$22356.98,43
Ethelind,Hierro,Heffernan,$40557.32,67
Corenda,Ecob,Stone Corner,$85058.46,58
Cathy,Becks,Green,$37583.73,40
Bryan,Mowle,Continental,$90786.60,56
Belia,Mallebone,Golf View,$50031.32,59
Gay,Brumfield,Northport,$91017.42,55
Allsun,Odde,Pawling,$159801.40,66
Dominique,Bemwell,Scoville,$83649.80,70
Shawnee,Thomassin,Lotheville,$83164.60,45
Galvan,Pottle,Barby,$72063.63,50
Zsa zsa,Chastenet,Charing Cross,$187639.37,42
Esra,Ilymanov,5th,$75322.85,28
Costanza,Jeandel,Forest Dale,$96490.44,50
Wyatt,Adaway,Birchwood,$94019.13,34
Lauraine,Suarez,Blue Bill Park,$194402.22,31
Melisandra,Basini-Gazzi,Mayer,$112659.91,67
Jannelle,Arboin,Holy Cross,$75874.76,36
Peadar,MacLachlan,Bowman,$176262.15,38
Nicol,Kettles,Oriole,$94427.91,56
Janene,Lodge,Cordelia,$6778.58,30
Loria,Loggie,7th,$189973.66,43
Flynn,Maryott,Village,$58386.75,51
Susan,Freire,Meadow Ridge,$89807.34,65
Amara,Cheesman,Melby,$168180.01,70
Langston,Ingre,Cottonwood,$141599.18,29
Isa,Griggs,Del Sol,$114450.76,31
Jeanie,Roistone,Hoffman,$44632.43,42
Candy,Gipson,3rd,$117388.88,28
Helene,Aisman,Corscot,$157448.42,67
Sonnnie,Ragot,Grover,$35564.44,61
Frankie,Kerans,Drewry,$25334.69,34
Jefferson,Spadotto,Service,$49415.58,48
Leroi,Irlam,Redwing,$56788.07,51
Celine,Fitzjohn,Bay,$102851.56,23
Anselma,Brogioni,Paget,$47316.60,69
Lanni,McDonnell,Raven,$161373.33,68
Willabella,Waller-Bridge,Arapahoe,$152108.71,24
Johanna,Patters,Springs,$178194.48,42
Teri,Borgars,Monument,$69114.96,67
Cal,Manuel,Grayhawk,$23873.38,20
Courtnay,Reichardt,Raven,$119295.73,49
Kimmy,O' Loughran,5th,$158596.42,53
Nikolaus,Ninnoli,Pearson,$92927.27,40
Georgianne,Charlwood,Mockingbird,$8493.91,25
Gabby,Moresby,Heffernan,$68453.71,63
Gratiana,Ware,Boyd,$36960.76,65
Mina,Harmstone,Gerald,$102373.30,31
Jaquenette,Skeen,Londonderry,$17326.94,48
Salomone,Vautier,Lakeland,$182026.23,38
Irina,Born,Golf Course,$102364.89,69
Sada,Mistry,Warner,$66680.99,68
Olag,Heinl,Anhalt,$107446.21,45
Thaine,Kohnemann,Mendota,$58212.19,49
Nita,Mahady,Weeping Birch,$188654.32,58
Grantham,Stanger,Gale,$80382.92,49
Michael,Willavize,Westridge,$104882.09,52
Gallagher,Vaudin,Golf View,$20415.02,68
Tressa,Ambrus,Sauthoff,$72806.79,42
Cesya,Confait,Bonner,$199600.48,35
Bibbye,Grafton,Brown,$36346.65,27
Dominica,Vasenin,Fordem,$185641.34,39
Pietrek,McKennan,Dahle,$30615.59,35
Susi,Waumsley,Transport,$157873.33,40
Kevon,Boys,John Wall,$99121.44,62
Urson,Roswarne,Pearson,$120629.10,34
Consuelo,Bunning,Waywood,$65557.78,56
Tansy,Barford,Jackson,$51995.99,21
Florentia,Rock,Corben,$13648.62,55
Sherline,McClounan,Ramsey,$77293.00,63
Salvador,Congreve,Trailsway,$62208.37,47
Uri,Arnaudon,Green Ridge,$179431.59,54
Karlan,Drewes,Warrior,$171388.66,67
Loise,Shepperd,Jay,$183253.72,58
Alida,Blondell,Dottie,$40115.63,46
Zerk,Surby,Sunfield,$61845.79,52
Olive,Fearnill,Ridgeway,$144882.81,37
Dorry,End,Arkansas,$57281.11,26
Rivalee,Knowler,Surrey,$173123.00,24
Loella,Boyington,Artisan,$17167.60,27
Edmon,Mountlow,Weeping Birch,$89048.90,39
Roley,Lahiff,Lakewood Gardens,$53243.92,70
Flor,McCord,South,$153949.54,43
Lion,Ezzle,Melvin,$109530.09,54
El,Weston,Milwaukee,$185122.58,52
Glenine,Woolliams,Moland,$55616.46,55
Janenna,O'Crigan,Brentwood,$84558.79,47
Brandice,Tirrell,Lawn,$100646.78,48
Ruthanne,Perryman,Autumn Leaf,$110890.68,63
Loy,Lohden,Pawling,$104287.01,62
Darla,Kilbane,Truax,$172035.49,20
Simonette,Linn,Vera,$43936.59,42
Arne,Tregidga,Logan,$36632.59,51
Letty,Ferryman,Steensland,$126490.66,45
Ethelyn,Gilchrist,Pennsylvania,$109543.54,54
Libbi,Spelman,Ilene,$139631.06,50
Dominik,Rispine,Aberg,$141861.03,31
Alisun,Wichard,Schiller,$135016.99,49
Ezra,Petett,Elka,$182791.56,29
Tamra,Stitfall,Lake View,$71965.01,21
Oneida,Gofford,Grover,$171522.43,53
Cynthy,Thorns,Park Meadow,$182585.12,23
Lorita,Plail,Monument,$8029.87,60
Gustavus,Kobsch,Montana,$113656.62,56
Raul,McLarty,Harper,$168891.01,42
Jolie,Belsey,Artisan,$117185.51,54
Buck,Blades,Myrtle,$50820.81,25
Giacopo,Gritsaev,Fremont,$133125.83,67
Hortense,Menel,Corben,$69306.81,32
Chad,Bever,Bluejay,$28304.33,28
Halie,Olivelli,Iowa,$85572.61,62
Findley,Syne,Dahle,$42188.80,66
Rinaldo,Rouff,Fulton,$80984.10,36
Vanni,De Moreno,Graceland,$57465.79,40
Lilas,Budgey,Heath,$58493.37,27
Allyn,Beynke,Twin Pines,$182227.27,40
Manny,Folkes,Valley Edge,$51415.04,27
Farris,Rawlison,Elgar,$100942.75,51
Hayley,Dawson,Graedel,$186267.06,56
Carolus,Speedin,Jay,$119181.52,62
Hetty,Ellesworth,West,$143558.60,58
Lucho,Galiford,Redwing,$9980.14,63
Lorettalorna,Gantzer,Sunfield,$58221.95,59
Jolynn,Axby,Arapahoe,$63651.95,68
Egbert,Fairpool,Fordem,$43875.95,51
Boycey,MacCostigan,1st,$102648.54,58
Thea,Pudney,Sutherland,$101030.62,27
Joletta,Jackalin,Upham,$143318.50,64
Midge,Leisk,Becker,$173672.94,54
Faustina,Marzella,Gulseth,$68147.79,47
Orville,Kondratenko,Center,$191801.09,25
Wallis,Shelf,Parkside,$16727.06,60
Dunstan,Searsby,Memorial,$129062.12,54
Fonz,Gipps,Eagan,$40629.21,51
Stephenie,Deakins,Gerald,$162769.88,55
Wells,Cattlemull,Arapahoe,$93775.15,35
Albertina,Tirone,Rutledge,$102998.55,59
Christophe,Catley,Hansons,$155767.29,69
