first_name,last_name,address,salary,age
Tobye,Tittletross,Summer Ridge,$30097.51,66
Wilmer,Varty,Dakota,$148331.87,22
Viviene,Scothorne,Claremont,$5882.69,39
Jeramey,Duckitt,Sutteridge,$96960.47,39
Tobiah,Crocken,Becker,$68599.79,32
Melessa,Casburn,Schmedeman,$67677.99,40
Babbie,Dinnies,Fairfield,$187038.37,58
Cam,Domican,Heath,$190912.51,26
Dan,Shillan,Shoshone,$194945.56,34
Cairistiona,Westmorland,Eggendart,$146888.00,25
Issiah,Adamides,Jackson,$93484.34,47
Kaia,Baxstare,Westridge,$184100.85,35
Rudie,Inseal,Calypso,$47745.87,35
Jo,Bellwood,Maple,$181317.73,60
Lynette,Eves,Knutson,$40355.84,58
Grace,Hutten,Macpherson,$180652.73,39
Derron,Ringer,Ronald Regan,$23537.72,32
Marita,Raisher,Weeping Birch,$166404.31,27
Christel,Pymer,Monument,$91899.86,68
Didi,Hupe,Melvin,$85008.93,54
Jayson,Flucker,Gateway,$76060.35,62
Brent,Ferby,Marcy,$154300.95,31
Mal,Pfleger,Lighthouse Bay,$158786.01,56
Myrah,Mahomet,Melody,$58130.82,45
Benito,Ciotto,Dorton,$25105.58,60
Katalin,Skydall,Tennyson,$76934.50,69
Elise,Pettipher,Continental,$167335.02,35
Rebecca,Edmundson,Loomis,$182194.96,35
Blakeley,Annatt,5th,$176877.44,40
Arv,Sterling,Johnson,$66086.86,54
Catlin,Twinbourne,Steensland,$7501.12,56
Shayla,Leach,Anderson,$83700.22,30
Blondell,Bixley,Jenna,$194963.64,65
Lowell,Pridie,Thierer,$158696.89,65
Jenica,Speedy,Village Green,$150651.42,45
Corri,Valerio,Briar Crest,$63766.68,33
Halette,Scough,Haas,$132778.64,68
Gerta,Tindle,Lukken,$64936.10,61
Merrilee,De Roos,Packers,$8725.50,27
Arley,Meran,Melvin,$152349.30,43
Elinore,Wytchard,Lawn,$152328.73,50
Bryon,Breydin,Comanche,$182834.41,31
Phineas,Granville,Raven,$112081.44,45
Collen,Gregson,Bluejay,$144142.97,33
Davita,Rowbotham,Birchwood,$97878.07,44
Muhammad,Martin,Arapahoe,$171459.99,37
Rollins,Harnor,Manitowish,$177420.58,23
Martino,Tremmel,Forster,$19927.44,63
Jody,Goffe,Arapahoe,$131462.75,27
Noel,Dudmarsh,Butterfield,$58673.22,39
See,Meacher,Moland,$64238.06,35
Kassie,Lawman,Homewood,$191314.38,44
Caren,Thurstan,Namekagon,$118740.27,67
Sergent,Skitterel,Union,$148991.52,23
Willabella,Dixcey,Corry,$196461.86,30
Rodolphe,Burman,Wayridge,$54570.80,48
Meggie,Deluca,Lukken,$88050.86,58
Dame,Christon,Northport,$12196.67,54
Tedd,Goodboddy,Buena Vista,$66038.52,60
Faustina,Foxwell,Donald,$147088.88,61
Rick,Warters,Kinsman,$41201.11,49
Rhett,Cackett,North,$6426.08,24
Harri,Paintain,Bobwhite,$171472.35,50
Burgess,Ludovici,Clemons,$30716.71,41
Lonnie,Vedyashkin,Sutteridge,$123545.02,46
Blake,Earl,Crowley,$27048.35,39
Camella,Alton,Express,$145128.59,29
Gilles,Slinn,Meadow Ridge,$153959.65,34
Garold,Stallwood,Fieldstone,$111801.68,20
Burch,Degoey,Atwood,$67108.49,47
Courtnay,Headings,Duke,$103738.32,23
Ashlin,Tunney,Erie,$27202.80,24
Christean,Jeggo,Cordelia,$26898.97,49
Sena,Bartolomivis,Portage,$58872.97,23
Eadmund,McGhie,Leroy,$86985.96,69
Renelle,O'Mara,Forster,$147663.68,36
Milo,Woehler,Anzinger,$27107.29,38
Camile,Pibsworth,Monica,$106578.59,52
Guy,Walkley,Pleasure,$113818.03,20
Sebastian,Plott,Forest,$123052.67,32
Geri,Winslet,Kipling,$50340.76,25
Marven,Lago,Scoville,$184271.11,50
Myrlene,Atrill,Bartillon,$23028.34,34
Merci,Roelofsen,Hauk,$103842.12,33
Buckie,Staunton,Rusk,$65589.13,30
Benoit,Burridge,Kropf,$115876.58,21
Trudi,Paske,Eggendart,$145336.70,51
Gregg,Bertram,Kennedy,$69647.05,65
Andra,Stannis,Chinook,$151801.64,60
Yorgos,State,Havey,$172237.77,63
Mareah,Satterfitt,Macpherson,$193778.16,49
Lilllie,Nilles,Melby,$58427.51,20
Iggie,Standell,Lien,$35518.99,26
Arly,Biffen,Chinook,$187368.87,52
Haley,Smithen,Paget,$100656.17,60
Arleen,Fieldhouse,Dahle,$94657.15,43
Minna,Pasmore,Erie,$98161.08,25
Samantha,Euplate,Helena,$95123.46,25
Thebault,Buessen,Algoma,$8938.29,35
Terri-jo,Laughlan,Arizona,$53825.99,31
Philippe,McCarlie,Hallows,$45533.01,33
Clari,Neligan,Doe Crossing,$151689.32,50
Bailey,Doyland,Crownhardt,$42069.44,61
Jo,Petracco,Towne,$59300.20,37
Kitty,Lathwood,Forest Dale,$118115.61,70
Jessamine,Pitrelli,Towne,$72133.63,41
Lianne,Bach,Eggendart,$181962.20,29
Marcille,Belison,Jay,$127007.75,67
Manfred,Stratton,Mifflin,$155919.53,65
Joseito,Sextone,Spohn,$78205.46,23
Hamel,Goldspink,Glacier Hill,$14445.75,27
Burk,Skeeles,Fairview,$111048.71,44
Inesita,Gerkens,Glacier Hill,$147957.16,50
Rudie,Lilford,Pennsylvania,$197005.87,61
Dagny,Ahrend,Evergreen,$56023.88,52
Manfred,Rockcliffe,Pennsylvania,$59389.46,35
Ivett,Vynarde,Meadow Ridge,$152632.49,62
Chicky,Hamnett,Stang,$198657.65,41
Karna,Younghusband,Nevada,$135055.70,37
Maren,Squeers,Muir,$59736.61,60
Ramonda,Pinniger,Leroy,$133102.23,53
Dolly,McCart,Fallview,$163754.40,37
Eulalie,Loraine,Melvin,$43956.04,57
Flss,Battaille,Oneill,$197799.30,68
Natalina,Barrett,Ridgeview,$63558.59,58
Bradan,Tummasutti,Manley,$88398.67,40
Nana,Allflatt,Norway Maple,$156976.24,40
Hilario,Ewbank,Weeping Birch,$127056.83,28
Ofelia,Dabourne,Garrison,$152259.68,21
Eal,Prendeville,Old Shore,$187788.41,60
Gian,Rocks,Larry,$117273.62,36
Bennett,Chedzoy,David,$171908.18,53
Aidan,Becker,Waxwing,$67579.90,28
Gwendolin,Pimlock,Lien,$53981.77,44
Antonino,Crumbie,Eagle Crest,$64243.20,26
Loralee,Fagan,Vermont,$136453.82,63
Lennard,Oxenbury,Marcy,$197024.32,49
Cathe,Gradley,Forster,$72930.00,39
Sherilyn,Coghlin,Meadow Valley,$18978.79,40
Saree,Murtagh,Pine View,$133280.25,49
Peg,Caberas,Rieder,$51184.38,59
Lacie,Reynish,Golf View,$131283.59,39
Harlin,Harlowe,Straubel,$144135.31,63
Karrie,Grogan,Glendale,$52886.04,25
Ken,Bussens,Summer Ridge,$53193.00,45
Karlen,Rowlson,Southridge,$151865.64,67
Rivy,Goodhand,Messerschmidt,$7810.26,50
Laurianne,Heams,Bashford,$169007.02,34
Bo,Ambrosoni,Graedel,$169901.45,65
Ruthie,Thackham,East,$25504.88,32
Katy,Duce,Carpenter,$48229.16,43
Patric,Blakemore,Independence,$70234.44,29
Judas,Merrell,Everett,$64423.59,20
Chantalle,Shard,7th,$93658.27,51
Nevins,Kerswill,Browning,$74130.39,29
Roselle,Greenier,Elka,$143981.97,47
Jasper,Meller,Rieder,$185584.95,69
Janek,Hurdle,Dakota,$100583.45,64
Kalie,Shalliker,Express,$180018.76,35
Sherilyn,Bickford,Steensland,$117155.68,61
Malva,Bonwick,Morning,$165335.82,57
Lucius,Menilove,Trailsway,$85130.57,37
Carlota,Berntsson,Cordelia,$124983.97,40
Niles,Blackney,Merry,$60057.56,55
Klemens,Stallworth,Sunbrook,$128781.23,66
Beniamino,Greest,Prairieview,$56396.24,42
Brett,Crowdy,Eliot,$23859.23,22
Carson,Millward,Dennis,$196025.46,44
Rycca,Lochran,Oriole,$149126.00,22
Wat,Kilfether,Old Gate,$174231.18,31
Wit,Jaffrey,Atwood,$112477.41,25
Maurizia,Regler,Burning Wood,$48356.67,54
Quintana,Hoyes,Jana,$127127.09,38
Gipsy,Edgson,Schmedeman,$192522.52,50
Rozalin,Castelletti,Melby,$183921.66,22
Ashlie,Leas,Golden Leaf,$9291.51,67
Marielle,Norquoy,Talmadge,$106552.08,32
Gar,Garraway,Almo,$53349.27,31
Renae,Tappington,Ryan,$143365.91,50
Shermy,Mundee,Shasta,$5549.35,58
Corri,Chittenden,Mockingbird,$37995.07,41
Jozef,Pindred,Karstens,$8307.45,25
Royall,McRae,Marquette,$148795.70,64
Sibyl,Ethridge,Rutledge,$39134.07,25
Kariotta,Greatham,Alpine,$88700.27,48
Ripley,Perico,Hanson,$81900.74,51
Toni,Lindegard,Havey,$143041.99,41
Robbert,Blondell,Kenwood,$98955.88,60
Aurelia,Brimacombe,Weeping Birch,$133616.57,49
Farley,Mogie,Nova,$96255.07,45
Emelen,Lutton,Oak,$31025.46,56
Cosetta,Dussy,Eagan,$184607.83,48
Paxon,Casetta,Atwood,$96592.92,27
Land,Benkin,Hauk,$15684.41,55
Benedicta,De Clairmont,Dahle,$90549.08,33
Dolley,Lovick,Carberry,$61279.99,23
Pavlov,Joerning,Onsgard,$124912.29,26
Leone,Feldhammer,Mifflin,$155796.03,69
Celinka,Durnford,Roth,$187551.73,69
Erwin,Asmus,Express,$108681.61,51
Guilbert,Whitlock,Huxley,$93884.51,30
Clement,Ruckman,Spohn,$57408.06,56
Georgie,Yankov,Anhalt,$48991.03,38
Ulric,Morrilly,Bobwhite,$38113.85,38
Benjamen,Fennessy,Cambridge,$21608.60,44
Elmore,Woodworth,Linden,$13558.37,65
Cosimo,Clothier,Anthes,$31260.46,40
Marlie,Peacocke,Muir,$117356.94,26
Padriac,Hollindale,Sugar,$102608.30,70
Starla,Lasslett,Daystar,$162200.47,36
Felipa,Wollacott,Pankratz,$76220.26,34
Maximo,Millthorpe,Upham,$138846.54,26
Minnnie,Gerault,Raven,$141765.47,44
Courtney,Kachel,Homewood,$155005.80,31
Garwood,Ashby,Thompson,$164201.58,42
Brena,Frostdicke,Riverside,$31992.82,46
Murdock,Vaines,Anzinger,$38825.53,58
Karalynn,MacKegg,Carey,$84572.64,22
Howey,Kintish,Boyd,$83244.08,24
Tracey,Mowsley,Carioca,$196993.66,53
Rudd,Bottrell,Monterey,$151048.98,28
Geri,Duffett,Mcbride,$12957.99,30
Hastings,Ledram,West,$129080.86,24
Maggy,Barfoot,High Crossing,$93597.84,66
Celka,Gavini,Oxford,$44352.97,25
Christie,Kilshall,Emmet,$78247.75,69
Hamilton,Szymanzyk,Dixon,$63642.14,48
Maribel,Adelman,Merrick,$39370.62,26
Germain,Pozzo,Beilfuss,$136832.15,39
Shandra,Killcross,Arizona,$197814.19,53
Delano,Margrett,Elgar,$85014.50,59
Joanne,MacMeekan,Elmside,$115009.33,42
Cyrill,Masding,Bartillon,$162298.92,38
Darius,Birchill,Spohn,$15508.86,33
Emelia,Segrott,High Crossing,$64691.85,22
Daile,Knock,Riverside,$78732.65,34
Gretchen,Iacobassi,Carey,$91591.33,42
Moina,Furphy,American,$5428.25,60
Glenda,Lippi,Marquette,$74931.66,41
Cathi,Yakebovitch,Ronald Regan,$54782.63,45
Brenden,Moreton,Emmet,$28115.03,30
Gibb,Gronav,Loomis,$10809.31,65
Kristin,Skirling,Novick,$98021.86,57
Vanya,Vedenyakin,Roxbury,$198255.05,49
Anderson,Avison,Wayridge,$34627.98,26
Robinetta,Atter,Straubel,$105371.24,24
Palmer,Hadden,Bluejay,$19541.52,44
Gregoire,Manwaring,Buell,$161998.36,41
Misty,Ivanchin,Sachs,$158295.43,62
Perrine,Razzell,Nobel,$153745.76,64
Herminia,Bugbee,Sugar,$152847.31,47
Ferd,Acutt,Fair Oaks,$132104.70,62
Davida,McGruar,Morrow,$42807.36,60
Adeline,Diss,Emmet,$135908.64,26
Paxon,Outibridge,Ridgeway,$49549.39,46
Scotti,Coldbathe,Acker,$150478.06,37
Dominique,Lendon,Goodland,$16635.84,44
Thorstein,Taaffe,Towne,$44322.53,55
Nicky,Bwy,Manley,$77843.24,38
Starla,Carrack,Bowman,$184986.37,60
Junie,Youngs,Ramsey,$15247.31,52
Thurston,Allmark,Shasta,$10678.95,64
Mano,Delhay,Valley Edge,$169745.48,51
Margie,Gerard,Summer Ridge,$199701.00,44
Cindi,Greson,Cambridge,$197366.33,58
Brooke,Farfoot,Banding,$27241.89,44
Dmitri,Winship,Alpine,$82795.74,32
Baron,Bergstrand,Shoshone,$27382.94,37
Dorette,Townrow,Logan,$20528.15,50
Taber,Pirelli,Mesta,$109029.45,62
Eddie,Vase,Service,$30880.22,22
Stanwood,Ash,Grim,$191549.05,48
Chevy,Rathbone,Emmet,$56175.52,55
Marget,Snalom,Bunker Hill,$167080.33,48
Tabby,Leyshon,Forest Run,$66538.66,21
Natasha,Bonnett,High Crossing,$154900.63,52
Maryrose,Bendel,Carberry,$199215.37,42
Marylin,Swallow,Maryland,$182687.07,61
Nero,Battany,Clarendon,$164331.15,48
Leontyne,Easterby,Victoria,$33595.11,46
Sophi,Charlesworth,Manley,$179643.69,63
Guglielmo,Tolomio,Mosinee,$171996.52,21
Tulley,Cochern,Schurz,$68504.41,69
Saraann,Visick,Cherokee,$198626.72,22
Clemence,Simco,Judy,$32964.57,57
Kania,Oulett,Harper,$54767.17,35
Valerie,Willison,Spenser,$168442.18,22
Lissi,Romeril,Weeping Birch,$137439.91,65
Dolph,Cauderlie,Ruskin,$60973.99,25
Katerine,Foxton,Charing Cross,$39984.30,28
Georgianne,Musslewhite,Anderson,$150389.09,24
Ken,Waterfield,Hazelcrest,$9282.03,21
Marlane,Sinnocke,Vera,$8305.76,30
Liana,Craddock,Magdeline,$95943.78,43
Royal,Bracco,Dixon,$45283.81,67
Addi,Domone,Brown,$58891.94,66
Rorke,Divis,Doe Crossing,$118566.99,43
Adara,McArte,Vermont,$185470.32,24
Corette,Iskower,Tomscot,$151603.30,60
Marj,Waterstone,Crownhardt,$178444.28,66
Karlie,Heater,Forest,$124610.31,59
Evelyn,Northfield,Village,$198915.50,58
Rakel,Addams,Hoard,$99526.38,67
Noreen,Bullivant,Dorton,$191966.19,48
Marieann,Snalom,Darwin,$52355.15,30
Stevena,Leckey,Hudson,$169259.16,45
Ninon,Ellul,Old Gate,$199000.01,41
Leonora,Slite,Bobwhite,$189330.18,25
Beverly,Woollard,4th,$43581.45,65
Sal,Thomel,Laurel,$193240.83,27
Durant,Aplin,Jenna,$70872.68,55
Joseito,Roper,Sunbrook,$20817.96,51
Hyatt,Astman,Evergreen,$156143.20,21
Faythe,Brettell,Fair Oaks,$170348.72,57
Stanislaus,Jefferies,Dawn,$48210.76,56
Ernie,Gregoletti,Fulton,$66095.24,28
Marlowe,Palin,Cardinal,$108408.32,37
Phip,Sawley,Elka,$176830.90,20
Ario,Cracker,Porter,$138159.13,39
Gay,Shevill,Elmside,$94655.95,40
Giusto,Parmer,Bonner,$63196.40,62
Delbert,Willavize,Killdeer,$35639.34,56
Nanine,Van Bruggen,Artisan,$105041.77,50
Kassey,Farherty,Chinook,$149702.94,24
Edi,Kaesmans,Melby,$151732.21,39
Finley,Delves,Melby,$89367.03,47
Blane,Bingell,Farragut,$46962.00,23
Trumann,Shute,Barby,$62212.93,46
Mendie,Bettenson,Golden Leaf,$18688.58,37
Abrahan,Sporton,Briar Crest,$122238.93,43
Sheena,Blumson,Cottonwood,$14343.02,45
Arnaldo,Gilstin,Springs,$73025.20,68
Rosemarie,Sarney,Lakewood Gardens,$88606.94,23
Swen,Todarello,Ramsey,$112509.71,35
Jolyn,Pickavance,Westport,$185227.40,54
Agnola,Sinkings,Elka,$127955.07,31
Lind,Leglise,Burning Wood,$112020.46,26
Sigismond,McNirlan,Montana,$106886.47,65
Conni,Dunstone,Dottie,$97444.25,23
Rachelle,Balasin,Hudson,$128737.65,38
Corny,Minker,Clarendon,$191537.65,58
Jerry,Lebreton,Farragut,$15823.56,20
Bernetta,Marques,Bay,$182658.18,27
Parke,Braams,Fordem,$188309.62,40
Steward,Lorking,Chinook,$61838.71,54
Ravid,Threlfall,Atwood,$84797.62,39
Nial,Valois,Drewry,$67583.02,51
Leonerd,Kindle,Vermont,$179481.88,44
Constantine,Beernt,Killdeer,$8433.86,23
Fowler,Nowill,Sheridan,$99256.04,23
Saul,Fosher,Hallows,$146286.13,32
Cherida,Parmby,Bobwhite,$140514.38,32
Mercy,Rippingall,Prairieview,$130921.94,69
Bertha,Ferraresi,Pond,$72117.91,43
Paxon,Giovanetti,Bunting,$129787.39,26
Pate,Haig,Comanche,$174663.54,35
Anette,Crosthwaite,Kedzie,$193195.01,54
Ileane,Goodright,Charing Cross,$154710.51,29
Hamlen,Calliss,Arapahoe,$54944.09,25
Chrisse,Garard,Hoard,$141435.55,51
Wang,Leasor,Rockefeller,$150689.99,20
Blaine,Sandwich,Elmside,$138317.35,47
Sadella,Dyball,Kipling,$189701.21,49
Mersey,Lemonnier,Grayhawk,$20154.74,21
Malia,Aikin,Dawn,$67415.23,29
Harriette,Kynton,Moose,$135127.27,47
Selia,Blacker,Katie,$43683.74,44
Borden,Hale,Declaration,$23677.22,30
Aridatha,O'Cannon,Monica,$53325.28,57
Cello,Crickmore,Melvin,$163046.76,27
Dov,Tett,Hoard,$199079.76,38
Reinhard,Higgoe,Spohn,$9403.11,52
Claire,Eddisford,Bay,$197076.15,61
Adam,Luckett,Dovetail,$192268.83,25
Giacinta,Chippindall,Sundown,$69133.03,65
Eyde,Lydall,Johnson,$80371.09,45
Leona,Carne,Ronald Regan,$137667.19,33
Latashia,Boyda,Thackeray,$38659.55,34
Elroy,Rowthorne,Stephen,$65730.10,64
Perla,Dakhov,Stephen,$147944.55,70
Benedicta,Brusin,Kipling,$146310.24,28
Joelynn,Lyfield,Michigan,$156031.66,69
Meredithe,Lipprose,Helena,$59231.86,50
Abigale,Priddie,Green Ridge,$50997.88,39
Tessy,MacCall,Merrick,$31784.24,65
Conan,Mazzia,Wayridge,$130019.01,31
Andree,Cutteridge,Sullivan,$182644.95,50
Rozina,Pillifant,Montana,$18571.50,27
Abigael,Light,Pleasure,$29755.77,48
Carleen,Brownsell,Transport,$72813.38,63
Joeann,Simms,Westport,$187965.33,48
Keri,MacIlriach,Crescent Oaks,$199661.14,58
Nydia,Robertz,Riverside,$61211.90,25
Hyatt,Hansed,Jackson,$178031.57,29
Carmelia,Caldicott,Starling,$150969.36,21
Guntar,Munby,Fieldstone,$186029.16,36
Hedi,Brandi,Ilene,$169595.85,30
Julianna,Deeprose,Blue Bill Park,$29749.37,41
Gilberto,Grigsby,Grasskamp,$147461.06,37
Brynna,Dishman,Toban,$96315.71,68
Calley,Edlestone,Westridge,$64083.84,23
Shannon,Gliddon,Columbus,$183900.93,68
Wright,Dockreay,Packers,$155952.83,47
Tamar,Evelyn,Carioca,$105873.09,28
Wolfie,Faunch,Farmco,$190272.28,41
Louisa,Kemson,Iowa,$158382.94,31
Brook,Walliker,Cody,$101030.55,66
Oliviero,Bilton,Park Meadow,$154360.95,53
Cosmo,Kosel,Iowa,$64337.92,67
Lindi,Pierpoint,Carberry,$43601.62,40
Milly,Gripton,Straubel,$168929.73,23
Malvin,Mocher,Sunbrook,$116890.69,58
Idalia,Dewis,Melvin,$197542.05,26
Thain,Fencott,Miller,$144357.60,66
Carson,O'Boyle,Towne,$25247.66,28
Codie,Rantoull,North,$116474.14,57
Edouard,Stradling,Southridge,$185939.93,57
Armand,Durnford,Boyd,$195585.76,53
Cicely,Mordacai,John Wall,$104907.35,52
Shayne,Prince,Oak Valley,$24174.84,53
Stesha,Carlesi,Little Fleur,$153692.63,25
Mercy,Enga,Jenifer,$136172.32,44
Alexina,Emanulsson,Bay,$119330.90,62
Lonnie,Bridgland,Northview,$5234.26,30
Jessalin,Fernie,Prairieview,$20966.35,56
Sherwynd,Goodinge,Blackbird,$185109.09,32
Vladamir,Wackly,Main,$181433.13,20
Yasmeen,Garlinge,Dexter,$193119.28,59
Irma,Altofts,Nevada,$101434.31,27
Jocelyne,Fleischmann,Norway Maple,$179743.05,33
Byron,Salters,4th,$51171.22,47
Barny,Kightly,Fuller,$159178.47,43
Matthiew,Stimson,Annamark,$111194.21,42
Kermy,Carl,Katie,$182567.38,48
Janelle,Stonner,Stone Corner,$59789.70,52
Shalna,Brisset,Anderson,$153997.91,69
Marje,Steanson,Dahle,$118382.94,38
Terri,Brownrigg,Macpherson,$103160.50,42
Wally,Grandin,Lunder,$9826.86,40
Thorpe,Snassell,Spohn,$144528.95,25
Stanley,Shavel,Lake View,$155130.59,60
Ninette,Whitham,Del Sol,$40677.58,25
Sheilah,Smale,Wayridge,$197194.27,23
Fredric,Duham,Ryan,$56003.57,45
Herbie,McKerton,Cottonwood,$161528.03,60
Burg,Suero,Village Green,$137625.47,51
Denny,Overbury,Debra,$154381.87,52
Filippo,Stubbings,Grim,$67112.63,60
Tarah,Bartolini,Melrose,$146445.22,46
Denny,McGruar,Harper,$14567.54,35
Spence,Jarrell,Eagan,$128471.75,29
Daniella,Duell,Summit,$117518.26,20
Ewell,Menego,Upham,$111869.28,46
Olia,Arnout,Golf,$174092.68,51
Archaimbaud,Vickors,School,$144450.32,57
Debbi,Bachanski,Summer Ridge,$37298.13,32
Shepperd,Dripp,Declaration,$19100.60,35
Leona,Abbiss,Becker,$152529.10,21
Jedediah,O'Conor,Toban,$134901.69,44
Humphrey,Iacomi,Moose,$116304.57,24
Violet,Sawle,Badeau,$117220.35,30
Hughie,Eat,Carpenter,$88353.52,51
Dom,Bifield,Maywood,$113346.67,57
Adelaide,Klaves,Maywood,$194223.81,40
Derron,Eckery,Columbus,$181438.72,56
Meara,Berre,Monica,$44781.49,42
Shari,Turmell,Daystar,$133003.34,63
Martynne,Pardie,Sheridan,$49659.71,26
Kaine,Sawer,Westridge,$36270.75,28
Prudi,Scholar,Graedel,$144162.96,23
Jillayne,Bernardi,Gulseth,$32852.61,50
Marylou,Smyley,Walton,$99861.00,21
Amberly,Provis,Ridge Oak,$85190.24,39
Joela,Mableson,Roxbury,$108950.10,35
Ximenez,Broadstock,Holy Cross,$103027.56,39
Daphna,Keeri,Westport,$24053.98,70
Calida,Izod,Cascade,$20704.93,60
Stesha,Ettery,Graceland,$172556.02,25
Lombard,Grogona,Comanche,$97739.26,53
Hildagarde,Haresnape,3rd,$180715.22,45
Colly,Seath,Hansons,$162254.47,32
Pail,Leek,Cody,$120912.04,63
Calley,Benny,Butternut,$7547.66,60
Hew,Aleswell,Delaware,$80257.39,34
Kalie,Strickler,Schmedeman,$114405.58,58
Florida,Cumberbatch,Rigney,$143968.98,44
Marianne,Ballston,Magdeline,$172421.58,34
Leroy,Brahan,Myrtle,$80512.69,41
Ashlan,Keeping,Comanche,$111625.74,68
Berny,Cannell,Coleman,$81058.38,36
Marris,Wingham,Esch,$74727.72,34
Crista,Labuschagne,Vahlen,$100134.55,29
